Training: 2023-10-31 13:29:30,981-rank_id: 0
Training: 2023-10-31 13:58:31,137-Speed 1129.92 samples/sec   Loss 39.5097   Epoch: 0   Global Step: 4500   Required: 43 hours
Training: 2023-10-31 13:58:48,786-Speed 1087.95 samples/sec   Loss 39.2868   Epoch: 0   Global Step: 4550   Required: 43 hours
Training: 2023-10-31 13:59:06,330-Speed 1094.45 samples/sec   Loss 38.9317   Epoch: 0   Global Step: 4600   Required: 43 hours
Training: 2023-10-31 13:59:23,239-Speed 1135.51 samples/sec   Loss 39.0080   Epoch: 0   Global Step: 4650   Required: 43 hours
Training: 2023-10-31 13:59:40,033-Speed 1143.36 samples/sec   Loss 38.9773   Epoch: 0   Global Step: 4700   Required: 43 hours
Training: 2023-10-31 13:59:57,044-Speed 1128.72 samples/sec   Loss 38.7062   Epoch: 0   Global Step: 4750   Required: 43 hours
Training: 2023-10-31 14:00:14,531-Speed 1097.98 samples/sec   Loss 38.6783   Epoch: 0   Global Step: 4800   Required: 43 hours
Training: 2023-10-31 14:00:32,304-Speed 1080.34 samples/sec   Loss 38.2561   Epoch: 0   Global Step: 4850   Required: 43 hours
Training: 2023-10-31 14:00:49,578-Speed 1111.55 samples/sec   Loss 38.1254   Epoch: 0   Global Step: 4900   Required: 43 hours
Training: 2023-10-31 14:01:06,539-Speed 1132.06 samples/sec   Loss 37.9694   Epoch: 0   Global Step: 4950   Required: 43 hours
Training: 2023-10-31 14:01:23,617-Speed 1124.34 samples/sec   Loss 37.8533   Epoch: 0   Global Step: 5000   Required: 43 hours
Training: 2023-10-31 14:01:40,746-Speed 1121.00 samples/sec   Loss 37.6901   Epoch: 0   Global Step: 5050   Required: 43 hours
Training: 2023-10-31 14:01:58,140-Speed 1103.89 samples/sec   Loss 37.4876   Epoch: 0   Global Step: 5100   Required: 43 hours
Training: 2023-10-31 14:02:15,576-Speed 1101.22 samples/sec   Loss 37.2451   Epoch: 0   Global Step: 5150   Required: 43 hours
Training: 2023-10-31 14:02:33,313-Speed 1082.56 samples/sec   Loss 37.2578   Epoch: 0   Global Step: 5200   Required: 43 hours
Training: 2023-10-31 14:02:50,803-Speed 1097.80 samples/sec   Loss 36.9894   Epoch: 0   Global Step: 5250   Required: 43 hours
Training: 2023-10-31 14:03:08,142-Speed 1107.37 samples/sec   Loss 36.7234   Epoch: 0   Global Step: 5300   Required: 43 hours
Training: 2023-10-31 14:03:25,059-Speed 1135.00 samples/sec   Loss 36.5582   Epoch: 0   Global Step: 5350   Required: 43 hours
Training: 2023-10-31 14:03:42,172-Speed 1122.01 samples/sec   Loss 36.3642   Epoch: 0   Global Step: 5400   Required: 43 hours
Training: 2023-10-31 14:03:59,161-Speed 1130.24 samples/sec   Loss 36.2414   Epoch: 0   Global Step: 5450   Required: 43 hours
Training: 2023-10-31 14:04:16,160-Speed 1129.56 samples/sec   Loss 35.8603   Epoch: 0   Global Step: 5500   Required: 43 hours
Training: 2023-10-31 14:04:33,062-Speed 1135.98 samples/sec   Loss 35.8050   Epoch: 0   Global Step: 5550   Required: 43 hours
Training: 2023-10-31 14:04:50,664-Speed 1090.87 samples/sec   Loss 35.5512   Epoch: 0   Global Step: 5600   Required: 43 hours
Training: 2023-10-31 14:05:08,069-Speed 1103.21 samples/sec   Loss 35.4066   Epoch: 0   Global Step: 5650   Required: 43 hours
Training: 2023-10-31 14:05:54,554-[lfw][5686]XNorm: 12.455876
Training: 2023-10-31 14:05:54,555-[lfw][5686]Accuracy-Flip: 0.93067+-0.01457
Training: 2023-10-31 14:05:54,555-[lfw][5686]Accuracy-Highest: 0.93067
Training: 2023-10-31 14:06:25,856-[calfw][5686]XNorm: 12.370811
Training: 2023-10-31 14:06:25,856-[calfw][5686]Accuracy-Flip: 0.81083+-0.00814
Training: 2023-10-31 14:06:25,856-[calfw][5686]Accuracy-Highest: 0.81083
Training: 2023-10-31 14:06:57,053-[cplfw][5686]XNorm: 12.144846
Training: 2023-10-31 14:06:57,054-[cplfw][5686]Accuracy-Flip: 0.68967+-0.02014
Training: 2023-10-31 14:06:57,054-[cplfw][5686]Accuracy-Highest: 0.68967
Training: 2023-10-31 14:07:33,960-[cfp_fp][5686]XNorm: 12.196151
Training: 2023-10-31 14:07:33,960-[cfp_fp][5686]Accuracy-Flip: 0.76100+-0.01331
Training: 2023-10-31 14:07:33,960-[cfp_fp][5686]Accuracy-Highest: 0.76100
Training: 2023-10-31 14:08:05,848-[agedb_30][5686]XNorm: 11.978396
Training: 2023-10-31 14:08:05,848-[agedb_30][5686]Accuracy-Flip: 0.75067+-0.01615
Training: 2023-10-31 14:08:05,848-[agedb_30][5686]Accuracy-Highest: 0.75067
Training: 2023-10-31 14:08:10,479-Speed 105.26 samples/sec   Loss 35.1657   Epoch: 0   Global Step: 5700   Required: 47 hours
Training: 2023-10-31 14:08:27,472-Speed 1129.94 samples/sec   Loss 35.1459   Epoch: 0   Global Step: 5750   Required: 47 hours
Training: 2023-10-31 14:08:44,554-Speed 1124.06 samples/sec   Loss 34.7677   Epoch: 0   Global Step: 5800   Required: 47 hours
Training: 2023-10-31 14:09:02,058-Speed 1096.98 samples/sec   Loss 34.6319   Epoch: 0   Global Step: 5850   Required: 47 hours
Training: 2023-10-31 14:09:19,008-Speed 1132.80 samples/sec   Loss 34.4873   Epoch: 0   Global Step: 5900   Required: 47 hours
Training: 2023-10-31 14:09:36,302-Speed 1110.30 samples/sec   Loss 34.3058   Epoch: 0   Global Step: 5950   Required: 47 hours
Training: 2023-10-31 14:09:54,025-Speed 1083.39 samples/sec   Loss 34.1042   Epoch: 0   Global Step: 6000   Required: 47 hours
Training: 2023-10-31 14:10:11,171-Speed 1119.88 samples/sec   Loss 33.7873   Epoch: 0   Global Step: 6050   Required: 47 hours
Training: 2023-10-31 14:10:28,736-Speed 1093.11 samples/sec   Loss 33.7265   Epoch: 0   Global Step: 6100   Required: 47 hours
Training: 2023-10-31 14:10:46,559-Speed 1077.34 samples/sec   Loss 33.5923   Epoch: 0   Global Step: 6150   Required: 47 hours
Training: 2023-10-31 14:11:04,313-Speed 1081.47 samples/sec   Loss 33.4088   Epoch: 0   Global Step: 6200   Required: 47 hours
Training: 2023-10-31 14:11:22,154-Speed 1076.24 samples/sec   Loss 32.9645   Epoch: 0   Global Step: 6250   Required: 47 hours
Training: 2023-10-31 14:11:39,624-Speed 1099.08 samples/sec   Loss 32.7704   Epoch: 0   Global Step: 6300   Required: 47 hours
Training: 2023-10-31 14:11:57,086-Speed 1099.59 samples/sec   Loss 32.7572   Epoch: 0   Global Step: 6350   Required: 47 hours
Training: 2023-10-31 14:12:14,559-Speed 1098.94 samples/sec   Loss 32.3755   Epoch: 0   Global Step: 6400   Required: 46 hours
Training: 2023-10-31 14:12:31,469-Speed 1135.45 samples/sec   Loss 32.4049   Epoch: 0   Global Step: 6450   Required: 46 hours
Training: 2023-10-31 14:12:48,551-Speed 1124.09 samples/sec   Loss 32.2785   Epoch: 0   Global Step: 6500   Required: 46 hours
Training: 2023-10-31 14:13:05,731-Speed 1117.61 samples/sec   Loss 31.8983   Epoch: 0   Global Step: 6550   Required: 46 hours
Training: 2023-10-31 14:13:22,707-Speed 1131.08 samples/sec   Loss 31.7257   Epoch: 0   Global Step: 6600   Required: 46 hours
Training: 2023-10-31 14:13:39,747-Speed 1126.84 samples/sec   Loss 31.3565   Epoch: 0   Global Step: 6650   Required: 46 hours
Training: 2023-10-31 14:13:56,623-Speed 1137.80 samples/sec   Loss 31.2399   Epoch: 0   Global Step: 6700   Required: 46 hours
Training: 2023-10-31 14:14:13,582-Speed 1132.20 samples/sec   Loss 31.2051   Epoch: 0   Global Step: 6750   Required: 46 hours
Training: 2023-10-31 14:14:30,327-Speed 1146.67 samples/sec   Loss 30.9618   Epoch: 0   Global Step: 6800   Required: 46 hours
Training: 2023-10-31 14:14:47,737-Speed 1102.92 samples/sec   Loss 30.7995   Epoch: 0   Global Step: 6850   Required: 46 hours
Training: 2023-10-31 14:15:06,651-Speed 1015.16 samples/sec   Loss 30.7552   Epoch: 0   Global Step: 6900   Required: 46 hours
Training: 2023-10-31 14:15:24,339-Speed 1085.56 samples/sec   Loss 30.5838   Epoch: 0   Global Step: 6950   Required: 46 hours
Training: 2023-10-31 14:15:41,651-Speed 1109.08 samples/sec   Loss 30.4718   Epoch: 0   Global Step: 7000   Required: 46 hours
Training: 2023-10-31 14:15:59,457-Speed 1078.34 samples/sec   Loss 30.1050   Epoch: 0   Global Step: 7050   Required: 46 hours
Training: 2023-10-31 14:16:16,828-Speed 1105.40 samples/sec   Loss 29.8975   Epoch: 0   Global Step: 7100   Required: 46 hours
Training: 2023-10-31 14:16:34,143-Speed 1108.94 samples/sec   Loss 29.9157   Epoch: 0   Global Step: 7150   Required: 46 hours
Training: 2023-10-31 14:16:51,494-Speed 1106.64 samples/sec   Loss 29.5315   Epoch: 0   Global Step: 7200   Required: 46 hours
Training: 2023-10-31 14:17:08,886-Speed 1103.98 samples/sec   Loss 29.5080   Epoch: 0   Global Step: 7250   Required: 46 hours
Training: 2023-10-31 14:17:26,196-Speed 1109.22 samples/sec   Loss 29.0627   Epoch: 0   Global Step: 7300   Required: 46 hours
Training: 2023-10-31 14:17:43,496-Speed 1109.92 samples/sec   Loss 29.2097   Epoch: 0   Global Step: 7350   Required: 46 hours
Training: 2023-10-31 14:18:00,502-Speed 1129.08 samples/sec   Loss 28.8909   Epoch: 0   Global Step: 7400   Required: 46 hours
Training: 2023-10-31 14:18:18,022-Speed 1095.96 samples/sec   Loss 29.2115   Epoch: 0   Global Step: 7450   Required: 46 hours
Training: 2023-10-31 14:18:35,773-Speed 1081.66 samples/sec   Loss 28.6060   Epoch: 0   Global Step: 7500   Required: 46 hours
Training: 2023-10-31 14:18:53,293-Speed 1095.95 samples/sec   Loss 28.4338   Epoch: 0   Global Step: 7550   Required: 46 hours
Training: 2023-10-31 14:19:10,419-Speed 1121.22 samples/sec   Loss 28.2705   Epoch: 0   Global Step: 7600   Required: 46 hours
Training: 2023-10-31 14:19:28,008-Speed 1091.68 samples/sec   Loss 28.1315   Epoch: 0   Global Step: 7650   Required: 46 hours
Training: 2023-10-31 14:19:45,193-Speed 1117.26 samples/sec   Loss 27.9473   Epoch: 0   Global Step: 7700   Required: 46 hours
Training: 2023-10-31 14:20:02,706-Speed 1096.40 samples/sec   Loss 27.6741   Epoch: 0   Global Step: 7750   Required: 46 hours
Training: 2023-10-31 14:20:19,953-Speed 1113.30 samples/sec   Loss 27.7296   Epoch: 0   Global Step: 7800   Required: 46 hours
Training: 2023-10-31 14:20:38,182-Speed 1053.32 samples/sec   Loss 27.6750   Epoch: 0   Global Step: 7850   Required: 46 hours
Training: 2023-10-31 14:20:56,733-Speed 1035.04 samples/sec   Loss 27.3872   Epoch: 0   Global Step: 7900   Required: 46 hours
Training: 2023-10-31 14:21:14,559-Speed 1077.16 samples/sec   Loss 27.2215   Epoch: 0   Global Step: 7950   Required: 46 hours
Training: 2023-10-31 14:21:32,374-Speed 1077.81 samples/sec   Loss 27.3159   Epoch: 0   Global Step: 8000   Required: 46 hours
Training: 2023-10-31 14:21:49,831-Speed 1099.91 samples/sec   Loss 26.9622   Epoch: 0   Global Step: 8050   Required: 46 hours
Training: 2023-10-31 14:22:07,126-Speed 1110.21 samples/sec   Loss 26.8015   Epoch: 0   Global Step: 8100   Required: 46 hours
Training: 2023-10-31 14:22:24,030-Speed 1135.92 samples/sec   Loss 26.8814   Epoch: 0   Global Step: 8150   Required: 46 hours
Training: 2023-10-31 14:22:41,053-Speed 1127.95 samples/sec   Loss 26.6754   Epoch: 0   Global Step: 8200   Required: 46 hours
Training: 2023-10-31 14:22:58,134-Speed 1124.11 samples/sec   Loss 26.4537   Epoch: 0   Global Step: 8250   Required: 46 hours
Training: 2023-10-31 14:23:15,042-Speed 1135.60 samples/sec   Loss 26.5004   Epoch: 0   Global Step: 8300   Required: 46 hours
Training: 2023-10-31 14:23:32,050-Speed 1128.95 samples/sec   Loss 26.3602   Epoch: 0   Global Step: 8350   Required: 46 hours
Training: 2023-10-31 14:23:49,398-Speed 1106.83 samples/sec   Loss 26.0312   Epoch: 0   Global Step: 8400   Required: 46 hours
Training: 2023-10-31 14:24:06,434-Speed 1127.11 samples/sec   Loss 26.1989   Epoch: 0   Global Step: 8450   Required: 46 hours
Training: 2023-10-31 14:24:24,170-Speed 1082.63 samples/sec   Loss 25.8430   Epoch: 0   Global Step: 8500   Required: 46 hours
Training: 2023-10-31 14:24:42,060-Speed 1073.27 samples/sec   Loss 25.9279   Epoch: 0   Global Step: 8550   Required: 46 hours
Training: 2023-10-31 14:24:59,498-Speed 1101.13 samples/sec   Loss 25.7191   Epoch: 0   Global Step: 8600   Required: 46 hours
Training: 2023-10-31 14:25:17,581-Speed 1061.84 samples/sec   Loss 25.2716   Epoch: 0   Global Step: 8650   Required: 46 hours
Training: 2023-10-31 14:25:35,459-Speed 1073.96 samples/sec   Loss 25.2317   Epoch: 0   Global Step: 8700   Required: 46 hours
Training: 2023-10-31 14:25:53,001-Speed 1094.58 samples/sec   Loss 25.3377   Epoch: 0   Global Step: 8750   Required: 46 hours
Training: 2023-10-31 14:26:10,673-Speed 1086.52 samples/sec   Loss 25.2447   Epoch: 0   Global Step: 8800   Required: 46 hours
Training: 2023-10-31 14:26:27,663-Speed 1130.20 samples/sec   Loss 25.1065   Epoch: 0   Global Step: 8850   Required: 45 hours
Training: 2023-10-31 14:26:44,902-Speed 1113.78 samples/sec   Loss 24.9101   Epoch: 0   Global Step: 8900   Required: 45 hours
Training: 2023-10-31 14:27:02,830-Speed 1071.03 samples/sec   Loss 24.8303   Epoch: 0   Global Step: 8950   Required: 45 hours
Training: 2023-10-31 14:27:20,059-Speed 1114.46 samples/sec   Loss 25.0596   Epoch: 0   Global Step: 9000   Required: 45 hours
Training: 2023-10-31 14:27:37,549-Speed 1097.87 samples/sec   Loss 24.5553   Epoch: 0   Global Step: 9050   Required: 45 hours
Training: 2023-10-31 14:27:54,884-Speed 1107.62 samples/sec   Loss 24.6698   Epoch: 0   Global Step: 9100   Required: 45 hours
Training: 2023-10-31 14:28:11,937-Speed 1125.99 samples/sec   Loss 24.2689   Epoch: 0   Global Step: 9150   Required: 45 hours
Training: 2023-10-31 14:28:28,859-Speed 1134.69 samples/sec   Loss 24.4483   Epoch: 0   Global Step: 9200   Required: 45 hours
Training: 2023-10-31 14:28:45,923-Speed 1125.25 samples/sec   Loss 24.4665   Epoch: 0   Global Step: 9250   Required: 45 hours
Training: 2023-10-31 14:29:03,265-Speed 1107.17 samples/sec   Loss 24.2668   Epoch: 0   Global Step: 9300   Required: 45 hours
Training: 2023-10-31 14:29:20,781-Speed 1096.25 samples/sec   Loss 24.0845   Epoch: 0   Global Step: 9350   Required: 45 hours
Training: 2023-10-31 14:29:38,939-Speed 1057.44 samples/sec   Loss 24.1898   Epoch: 0   Global Step: 9400   Required: 45 hours
Training: 2023-10-31 14:29:57,043-Speed 1060.60 samples/sec   Loss 23.7432   Epoch: 0   Global Step: 9450   Required: 45 hours
Training: 2023-10-31 14:30:14,031-Speed 1130.27 samples/sec   Loss 23.9464   Epoch: 0   Global Step: 9500   Required: 45 hours
Training: 2023-10-31 14:30:31,180-Speed 1119.66 samples/sec   Loss 23.9329   Epoch: 0   Global Step: 9550   Required: 45 hours
