Training: 2023-10-23 16:26:59,925-rank_id: 0
Training: 2023-10-23 16:47:20,910-Speed 1093.02 samples/sec   Loss 44.2769   Epoch: 0   Global Step: 2950   Required: 44 hours
Training: 2023-10-23 16:47:38,110-Speed 1116.36 samples/sec   Loss 44.1024   Epoch: 0   Global Step: 3000   Required: 44 hours
Training: 2023-10-23 16:47:55,376-Speed 1112.10 samples/sec   Loss 44.0935   Epoch: 0   Global Step: 3050   Required: 44 hours
Training: 2023-10-23 16:48:12,670-Speed 1110.26 samples/sec   Loss 44.0340   Epoch: 0   Global Step: 3100   Required: 44 hours
Training: 2023-10-23 16:48:30,096-Speed 1101.85 samples/sec   Loss 43.9850   Epoch: 0   Global Step: 3150   Required: 44 hours
Training: 2023-10-23 16:48:47,486-Speed 1104.13 samples/sec   Loss 43.9008   Epoch: 0   Global Step: 3200   Required: 44 hours
Training: 2023-10-23 16:49:04,871-Speed 1104.47 samples/sec   Loss 43.7724   Epoch: 0   Global Step: 3250   Required: 44 hours
Training: 2023-10-23 16:49:22,207-Speed 1107.58 samples/sec   Loss 43.7828   Epoch: 0   Global Step: 3300   Required: 44 hours
Training: 2023-10-23 16:49:39,103-Speed 1136.41 samples/sec   Loss 43.5992   Epoch: 0   Global Step: 3350   Required: 44 hours
Training: 2023-10-23 16:49:56,326-Speed 1114.86 samples/sec   Loss 43.5882   Epoch: 0   Global Step: 3400   Required: 44 hours
Training: 2023-10-23 16:50:13,568-Speed 1113.65 samples/sec   Loss 43.4558   Epoch: 0   Global Step: 3450   Required: 44 hours
Training: 2023-10-23 16:50:31,098-Speed 1095.35 samples/sec   Loss 43.4281   Epoch: 0   Global Step: 3500   Required: 44 hours
Training: 2023-10-23 16:50:48,324-Speed 1114.63 samples/sec   Loss 43.4039   Epoch: 0   Global Step: 3550   Required: 44 hours
Training: 2023-10-23 16:51:05,550-Speed 1114.71 samples/sec   Loss 43.2455   Epoch: 0   Global Step: 3600   Required: 44 hours
Training: 2023-10-23 16:51:22,939-Speed 1104.20 samples/sec   Loss 43.1729   Epoch: 0   Global Step: 3650   Required: 44 hours
Training: 2023-10-23 16:51:39,977-Speed 1126.95 samples/sec   Loss 43.0537   Epoch: 0   Global Step: 3700   Required: 44 hours
Training: 2023-10-23 16:51:57,673-Speed 1085.03 samples/sec   Loss 42.8937   Epoch: 0   Global Step: 3750   Required: 44 hours
Training: 2023-10-23 16:52:15,210-Speed 1094.89 samples/sec   Loss 42.8967   Epoch: 0   Global Step: 3800   Required: 44 hours
Training: 2023-10-23 16:52:32,525-Speed 1108.91 samples/sec   Loss 42.8724   Epoch: 0   Global Step: 3850   Required: 44 hours
Training: 2023-10-23 16:52:50,302-Speed 1080.13 samples/sec   Loss 42.7178   Epoch: 0   Global Step: 3900   Required: 44 hours
Training: 2023-10-23 16:53:07,494-Speed 1116.84 samples/sec   Loss 42.6538   Epoch: 0   Global Step: 3950   Required: 44 hours
Training: 2023-10-23 16:53:24,915-Speed 1102.20 samples/sec   Loss 42.5253   Epoch: 0   Global Step: 4000   Required: 44 hours
Training: 2023-10-23 16:53:42,210-Speed 1110.23 samples/sec   Loss 42.3881   Epoch: 0   Global Step: 4050   Required: 44 hours
Training: 2023-10-23 16:53:59,268-Speed 1125.62 samples/sec   Loss 42.4213   Epoch: 0   Global Step: 4100   Required: 44 hours
Training: 2023-10-23 16:54:16,633-Speed 1105.72 samples/sec   Loss 42.2266   Epoch: 0   Global Step: 4150   Required: 44 hours
Training: 2023-10-23 16:54:33,842-Speed 1115.79 samples/sec   Loss 42.1024   Epoch: 0   Global Step: 4200   Required: 44 hours
Training: 2023-10-23 16:54:50,956-Speed 1121.91 samples/sec   Loss 42.0345   Epoch: 0   Global Step: 4250   Required: 44 hours
Training: 2023-10-23 16:55:08,331-Speed 1105.08 samples/sec   Loss 41.8758   Epoch: 0   Global Step: 4300   Required: 44 hours
Training: 2023-10-23 16:55:26,084-Speed 1081.58 samples/sec   Loss 41.9397   Epoch: 0   Global Step: 4350   Required: 44 hours
Training: 2023-10-23 16:55:44,037-Speed 1069.54 samples/sec   Loss 41.8711   Epoch: 0   Global Step: 4400   Required: 44 hours
Training: 2023-10-23 16:56:01,630-Speed 1091.38 samples/sec   Loss 41.6990   Epoch: 0   Global Step: 4450   Required: 44 hours
Training: 2023-10-23 16:56:18,691-Speed 1125.43 samples/sec   Loss 41.6118   Epoch: 0   Global Step: 4500   Required: 44 hours
Training: 2023-10-23 16:56:35,918-Speed 1114.56 samples/sec   Loss 41.4981   Epoch: 0   Global Step: 4550   Required: 44 hours
Training: 2023-10-23 16:56:53,530-Speed 1090.30 samples/sec   Loss 41.2321   Epoch: 0   Global Step: 4600   Required: 44 hours
Training: 2023-10-23 16:57:10,538-Speed 1128.92 samples/sec   Loss 41.2032   Epoch: 0   Global Step: 4650   Required: 44 hours
Training: 2023-10-23 16:57:27,622-Speed 1123.92 samples/sec   Loss 41.2506   Epoch: 0   Global Step: 4700   Required: 44 hours
Training: 2023-10-23 16:57:45,301-Speed 1086.08 samples/sec   Loss 41.0399   Epoch: 0   Global Step: 4750   Required: 44 hours
Training: 2023-10-23 16:58:02,530-Speed 1114.47 samples/sec   Loss 41.0740   Epoch: 0   Global Step: 4800   Required: 44 hours
Training: 2023-10-23 16:58:20,236-Speed 1084.40 samples/sec   Loss 40.8191   Epoch: 0   Global Step: 4850   Required: 44 hours
Training: 2023-10-23 16:58:37,255-Speed 1128.23 samples/sec   Loss 40.7385   Epoch: 0   Global Step: 4900   Required: 44 hours
Training: 2023-10-23 16:58:54,402-Speed 1119.78 samples/sec   Loss 40.5870   Epoch: 0   Global Step: 4950   Required: 44 hours
Training: 2023-10-23 16:59:11,766-Speed 1105.78 samples/sec   Loss 40.5158   Epoch: 0   Global Step: 5000   Required: 44 hours
Training: 2023-10-23 16:59:29,446-Speed 1086.09 samples/sec   Loss 40.3854   Epoch: 0   Global Step: 5050   Required: 44 hours
Training: 2023-10-23 16:59:46,450-Speed 1129.16 samples/sec   Loss 40.1604   Epoch: 0   Global Step: 5100   Required: 44 hours
Training: 2023-10-23 17:00:03,470-Speed 1128.16 samples/sec   Loss 40.0384   Epoch: 0   Global Step: 5150   Required: 44 hours
Training: 2023-10-23 17:00:20,577-Speed 1122.41 samples/sec   Loss 39.9795   Epoch: 0   Global Step: 5200   Required: 44 hours
Training: 2023-10-23 17:00:38,193-Speed 1090.01 samples/sec   Loss 39.8899   Epoch: 0   Global Step: 5250   Required: 44 hours
Training: 2023-10-23 17:00:55,606-Speed 1102.66 samples/sec   Loss 39.6746   Epoch: 0   Global Step: 5300   Required: 44 hours
Training: 2023-10-23 17:01:13,157-Speed 1094.07 samples/sec   Loss 39.5766   Epoch: 0   Global Step: 5350   Required: 44 hours
Training: 2023-10-23 17:01:30,466-Speed 1109.27 samples/sec   Loss 39.4889   Epoch: 0   Global Step: 5400   Required: 44 hours
Training: 2023-10-23 17:01:47,495-Speed 1127.55 samples/sec   Loss 39.3507   Epoch: 0   Global Step: 5450   Required: 44 hours
Training: 2023-10-23 17:02:04,766-Speed 1111.79 samples/sec   Loss 39.0649   Epoch: 0   Global Step: 5500   Required: 44 hours
Training: 2023-10-23 17:02:22,060-Speed 1110.21 samples/sec   Loss 39.0630   Epoch: 0   Global Step: 5550   Required: 44 hours
Training: 2023-10-23 17:02:39,100-Speed 1126.83 samples/sec   Loss 38.9262   Epoch: 0   Global Step: 5600   Required: 44 hours
Training: 2023-10-23 17:02:56,094-Speed 1129.89 samples/sec   Loss 38.7210   Epoch: 0   Global Step: 5650   Required: 44 hours
Training: 2023-10-23 17:03:40,444-[lfw][5686]XNorm: 12.424976
Training: 2023-10-23 17:03:40,444-[lfw][5686]Accuracy-Flip: 0.92567+-0.01276
Training: 2023-10-23 17:03:40,445-[lfw][5686]Accuracy-Highest: 0.92567
Training: 2023-10-23 17:04:10,151-[calfw][5686]XNorm: 12.387555
Training: 2023-10-23 17:04:10,151-[calfw][5686]Accuracy-Flip: 0.78383+-0.00922
Training: 2023-10-23 17:04:10,152-[calfw][5686]Accuracy-Highest: 0.78383
Training: 2023-10-23 17:04:39,910-[cplfw][5686]XNorm: 13.661070
Training: 2023-10-23 17:04:39,911-[cplfw][5686]Accuracy-Flip: 0.63067+-0.02261
Training: 2023-10-23 17:04:39,911-[cplfw][5686]Accuracy-Highest: 0.63067
Training: 2023-10-23 17:05:13,883-[cfp_fp][5686]XNorm: 13.684100
Training: 2023-10-23 17:05:13,883-[cfp_fp][5686]Accuracy-Flip: 0.72157+-0.01395
Training: 2023-10-23 17:05:13,883-[cfp_fp][5686]Accuracy-Highest: 0.72157
Training: 2023-10-23 17:05:43,002-[agedb_30][5686]XNorm: 12.056468
Training: 2023-10-23 17:05:43,003-[agedb_30][5686]Accuracy-Flip: 0.71950+-0.01937
Training: 2023-10-23 17:05:43,003-[agedb_30][5686]Accuracy-Highest: 0.71950
Training: 2023-10-23 17:05:47,635-Speed 111.93 samples/sec   Loss 38.5107   Epoch: 0   Global Step: 5700   Required: 47 hours
Training: 2023-10-23 17:06:04,987-Speed 1106.60 samples/sec   Loss 38.4563   Epoch: 0   Global Step: 5750   Required: 47 hours
Training: 2023-10-23 17:06:22,558-Speed 1092.74 samples/sec   Loss 38.2180   Epoch: 0   Global Step: 5800   Required: 47 hours
Training: 2023-10-23 17:06:40,007-Speed 1100.45 samples/sec   Loss 37.9803   Epoch: 0   Global Step: 5850   Required: 47 hours
Training: 2023-10-23 17:06:57,170-Speed 1118.76 samples/sec   Loss 37.8614   Epoch: 0   Global Step: 5900   Required: 47 hours
Training: 2023-10-23 17:07:14,169-Speed 1129.52 samples/sec   Loss 37.8001   Epoch: 0   Global Step: 5950   Required: 47 hours
Training: 2023-10-23 17:07:31,148-Speed 1130.84 samples/sec   Loss 37.7014   Epoch: 0   Global Step: 6000   Required: 47 hours
Training: 2023-10-23 17:07:48,332-Speed 1117.41 samples/sec   Loss 37.3918   Epoch: 0   Global Step: 6050   Required: 47 hours
Training: 2023-10-23 17:08:05,307-Speed 1131.13 samples/sec   Loss 37.3014   Epoch: 0   Global Step: 6100   Required: 47 hours
Training: 2023-10-23 17:08:22,342-Speed 1127.19 samples/sec   Loss 37.1513   Epoch: 0   Global Step: 6150   Required: 47 hours
Training: 2023-10-23 17:08:39,699-Speed 1106.24 samples/sec   Loss 37.0218   Epoch: 0   Global Step: 6200   Required: 47 hours
Training: 2023-10-23 17:08:56,451-Speed 1146.15 samples/sec   Loss 36.7271   Epoch: 0   Global Step: 6250   Required: 47 hours
Training: 2023-10-23 17:09:13,600-Speed 1119.64 samples/sec   Loss 36.6855   Epoch: 0   Global Step: 6300   Required: 47 hours
Training: 2023-10-23 17:09:31,005-Speed 1103.20 samples/sec   Loss 36.3318   Epoch: 0   Global Step: 6350   Required: 47 hours
Training: 2023-10-23 17:09:48,354-Speed 1106.74 samples/sec   Loss 36.0599   Epoch: 0   Global Step: 6400   Required: 47 hours
Training: 2023-10-23 17:10:05,846-Speed 1097.73 samples/sec   Loss 36.1439   Epoch: 0   Global Step: 6450   Required: 47 hours
Training: 2023-10-23 17:10:22,861-Speed 1128.42 samples/sec   Loss 35.9198   Epoch: 0   Global Step: 6500   Required: 47 hours
Training: 2023-10-23 17:10:39,925-Speed 1125.27 samples/sec   Loss 35.6191   Epoch: 0   Global Step: 6550   Required: 47 hours
Training: 2023-10-23 17:10:57,159-Speed 1114.15 samples/sec   Loss 35.4606   Epoch: 0   Global Step: 6600   Required: 47 hours
Training: 2023-10-23 17:11:14,843-Speed 1085.81 samples/sec   Loss 35.0590   Epoch: 0   Global Step: 6650   Required: 47 hours
Training: 2023-10-23 17:11:32,551-Speed 1084.25 samples/sec   Loss 35.0428   Epoch: 0   Global Step: 6700   Required: 47 hours
Training: 2023-10-23 17:11:49,765-Speed 1115.44 samples/sec   Loss 34.8159   Epoch: 0   Global Step: 6750   Required: 46 hours
Training: 2023-10-23 17:12:06,898-Speed 1120.72 samples/sec   Loss 34.6991   Epoch: 0   Global Step: 6800   Required: 46 hours
Training: 2023-10-23 17:12:23,947-Speed 1126.30 samples/sec   Loss 34.3979   Epoch: 0   Global Step: 6850   Required: 46 hours
Training: 2023-10-23 17:12:41,323-Speed 1105.01 samples/sec   Loss 34.4229   Epoch: 0   Global Step: 6900   Required: 46 hours
Training: 2023-10-23 17:12:58,411-Speed 1123.66 samples/sec   Loss 34.2588   Epoch: 0   Global Step: 6950   Required: 46 hours
Training: 2023-10-23 17:13:15,756-Speed 1107.03 samples/sec   Loss 34.1313   Epoch: 0   Global Step: 7000   Required: 46 hours
Training: 2023-10-23 17:13:32,997-Speed 1113.64 samples/sec   Loss 33.7905   Epoch: 0   Global Step: 7050   Required: 46 hours
Training: 2023-10-23 17:13:49,937-Speed 1133.51 samples/sec   Loss 33.4784   Epoch: 0   Global Step: 7100   Required: 46 hours
Training: 2023-10-23 17:14:06,890-Speed 1132.59 samples/sec   Loss 33.4907   Epoch: 0   Global Step: 7150   Required: 46 hours
Training: 2023-10-23 17:14:23,924-Speed 1127.24 samples/sec   Loss 33.0901   Epoch: 0   Global Step: 7200   Required: 46 hours
Training: 2023-10-23 17:14:40,971-Speed 1126.34 samples/sec   Loss 33.0472   Epoch: 0   Global Step: 7250   Required: 46 hours
Training: 2023-10-23 17:14:58,163-Speed 1116.88 samples/sec   Loss 32.6660   Epoch: 0   Global Step: 7300   Required: 46 hours
Training: 2023-10-23 17:15:15,423-Speed 1112.45 samples/sec   Loss 32.6937   Epoch: 0   Global Step: 7350   Required: 46 hours
Training: 2023-10-23 17:15:32,378-Speed 1132.47 samples/sec   Loss 32.4273   Epoch: 0   Global Step: 7400   Required: 46 hours
Training: 2023-10-23 17:15:49,604-Speed 1114.66 samples/sec   Loss 32.6895   Epoch: 0   Global Step: 7450   Required: 46 hours
Training: 2023-10-23 17:16:06,565-Speed 1132.06 samples/sec   Loss 32.0451   Epoch: 0   Global Step: 7500   Required: 46 hours
Training: 2023-10-23 17:16:23,364-Speed 1142.98 samples/sec   Loss 31.7932   Epoch: 0   Global Step: 7550   Required: 46 hours
Training: 2023-10-23 17:16:40,319-Speed 1132.45 samples/sec   Loss 31.6054   Epoch: 0   Global Step: 7600   Required: 46 hours
Training: 2023-10-23 17:16:58,040-Speed 1083.53 samples/sec   Loss 31.5829   Epoch: 0   Global Step: 7650   Required: 46 hours
Training: 2023-10-23 17:17:15,187-Speed 1119.78 samples/sec   Loss 31.3131   Epoch: 0   Global Step: 7700   Required: 46 hours
Training: 2023-10-23 17:17:32,428-Speed 1113.70 samples/sec   Loss 31.1680   Epoch: 0   Global Step: 7750   Required: 46 hours
Training: 2023-10-23 17:17:49,304-Speed 1137.77 samples/sec   Loss 30.8125   Epoch: 0   Global Step: 7800   Required: 46 hours
Training: 2023-10-23 17:18:06,173-Speed 1138.27 samples/sec   Loss 31.0494   Epoch: 0   Global Step: 7850   Required: 46 hours
Training: 2023-10-23 17:18:23,364-Speed 1116.96 samples/sec   Loss 30.5893   Epoch: 0   Global Step: 7900   Required: 46 hours
Training: 2023-10-23 17:18:40,469-Speed 1122.52 samples/sec   Loss 30.3355   Epoch: 0   Global Step: 7950   Required: 46 hours
Training: 2023-10-23 17:18:57,727-Speed 1112.58 samples/sec   Loss 30.2505   Epoch: 0   Global Step: 8000   Required: 46 hours
Training: 2023-10-23 17:19:14,898-Speed 1118.25 samples/sec   Loss 30.1476   Epoch: 0   Global Step: 8050   Required: 46 hours
Training: 2023-10-23 17:19:31,286-Speed 1171.63 samples/sec   Loss 29.8735   Epoch: 0   Global Step: 8100   Required: 46 hours
Training: 2023-10-23 17:19:48,400-Speed 1121.98 samples/sec   Loss 29.9640   Epoch: 0   Global Step: 8150   Required: 46 hours
Training: 2023-10-23 17:20:05,452-Speed 1126.04 samples/sec   Loss 29.6746   Epoch: 0   Global Step: 8200   Required: 46 hours
Training: 2023-10-23 17:20:22,581-Speed 1120.99 samples/sec   Loss 29.4634   Epoch: 0   Global Step: 8250   Required: 46 hours
Training: 2023-10-23 17:20:39,885-Speed 1109.64 samples/sec   Loss 29.5283   Epoch: 0   Global Step: 8300   Required: 46 hours
Training: 2023-10-23 17:20:56,989-Speed 1122.57 samples/sec   Loss 29.3631   Epoch: 0   Global Step: 8350   Required: 46 hours
Training: 2023-10-23 17:21:14,068-Speed 1124.28 samples/sec   Loss 28.9282   Epoch: 0   Global Step: 8400   Required: 46 hours
Training: 2023-10-23 17:21:31,252-Speed 1117.34 samples/sec   Loss 29.0875   Epoch: 0   Global Step: 8450   Required: 46 hours
Training: 2023-10-23 17:21:48,495-Speed 1113.55 samples/sec   Loss 28.7564   Epoch: 0   Global Step: 8500   Required: 46 hours
Training: 2023-10-23 17:22:05,858-Speed 1105.89 samples/sec   Loss 28.8813   Epoch: 0   Global Step: 8550   Required: 46 hours
Training: 2023-10-23 17:22:22,941-Speed 1124.00 samples/sec   Loss 28.5864   Epoch: 0   Global Step: 8600   Required: 46 hours
Training: 2023-10-23 17:22:40,074-Speed 1120.69 samples/sec   Loss 28.0275   Epoch: 0   Global Step: 8650   Required: 46 hours
Training: 2023-10-23 17:22:57,149-Speed 1124.53 samples/sec   Loss 28.0035   Epoch: 0   Global Step: 8700   Required: 45 hours
Training: 2023-10-23 17:23:14,208-Speed 1125.56 samples/sec   Loss 28.1275   Epoch: 0   Global Step: 8750   Required: 45 hours
Training: 2023-10-23 17:23:31,593-Speed 1104.49 samples/sec   Loss 27.9453   Epoch: 0   Global Step: 8800   Required: 45 hours
Training: 2023-10-23 17:23:48,930-Speed 1107.50 samples/sec   Loss 27.9329   Epoch: 0   Global Step: 8850   Required: 45 hours
Training: 2023-10-23 17:24:06,068-Speed 1120.36 samples/sec   Loss 27.6697   Epoch: 0   Global Step: 8900   Required: 45 hours
Training: 2023-10-23 17:24:24,038-Speed 1068.53 samples/sec   Loss 27.4510   Epoch: 0   Global Step: 8950   Required: 45 hours
Training: 2023-10-23 17:24:41,274-Speed 1113.99 samples/sec   Loss 27.7666   Epoch: 0   Global Step: 9000   Required: 45 hours
Training: 2023-10-23 17:24:58,315-Speed 1126.80 samples/sec   Loss 27.1673   Epoch: 0   Global Step: 9050   Required: 45 hours
Training: 2023-10-23 17:25:16,467-Speed 1057.76 samples/sec   Loss 27.2928   Epoch: 0   Global Step: 9100   Required: 45 hours
Training: 2023-10-23 17:25:33,796-Speed 1108.06 samples/sec   Loss 26.9434   Epoch: 0   Global Step: 9150   Required: 45 hours
Training: 2023-10-23 17:25:51,264-Speed 1099.20 samples/sec   Loss 26.9971   Epoch: 0   Global Step: 9200   Required: 45 hours
Training: 2023-10-23 17:26:08,553-Speed 1110.63 samples/sec   Loss 27.0195   Epoch: 0   Global Step: 9250   Required: 45 hours
Training: 2023-10-23 17:26:26,028-Speed 1098.78 samples/sec   Loss 26.9619   Epoch: 0   Global Step: 9300   Required: 45 hours
Training: 2023-10-23 17:26:43,180-Speed 1119.44 samples/sec   Loss 26.7291   Epoch: 0   Global Step: 9350   Required: 45 hours
Training: 2023-10-23 17:27:00,391-Speed 1115.63 samples/sec   Loss 26.7122   Epoch: 0   Global Step: 9400   Required: 45 hours
Training: 2023-10-23 17:27:17,367-Speed 1131.10 samples/sec   Loss 26.3857   Epoch: 0   Global Step: 9450   Required: 45 hours
Training: 2023-10-23 17:27:35,266-Speed 1072.77 samples/sec   Loss 26.5017   Epoch: 0   Global Step: 9500   Required: 45 hours
Training: 2023-10-23 17:27:52,147-Speed 1137.39 samples/sec   Loss 26.5150   Epoch: 0   Global Step: 9550   Required: 45 hours
