Training: 2023-10-25 15:08:57,648-rank_id: 0
Training: 2023-10-25 15:46:18,484-Speed 1100.68 samples/sec   Loss 39.1894   Epoch: 0   Global Step: 4500   Required: 45 hours
Training: 2023-10-25 15:46:35,634-Speed 1119.59 samples/sec   Loss 39.0079   Epoch: 0   Global Step: 4550   Required: 45 hours
Training: 2023-10-25 15:46:53,090-Speed 1099.98 samples/sec   Loss 38.6753   Epoch: 0   Global Step: 4600   Required: 44 hours
Training: 2023-10-25 15:47:10,431-Speed 1107.22 samples/sec   Loss 38.5717   Epoch: 0   Global Step: 4650   Required: 44 hours
Training: 2023-10-25 15:47:27,957-Speed 1095.59 samples/sec   Loss 38.5919   Epoch: 0   Global Step: 4700   Required: 44 hours
Training: 2023-10-25 15:47:46,490-Speed 1036.05 samples/sec   Loss 38.2308   Epoch: 0   Global Step: 4750   Required: 44 hours
Training: 2023-10-25 15:48:04,810-Speed 1048.10 samples/sec   Loss 38.3142   Epoch: 0   Global Step: 4800   Required: 45 hours
Training: 2023-10-25 15:48:21,978-Speed 1118.42 samples/sec   Loss 37.9188   Epoch: 0   Global Step: 4850   Required: 44 hours
Training: 2023-10-25 15:48:39,354-Speed 1105.09 samples/sec   Loss 37.6881   Epoch: 0   Global Step: 4900   Required: 44 hours
Training: 2023-10-25 15:48:57,412-Speed 1063.29 samples/sec   Loss 37.5157   Epoch: 0   Global Step: 4950   Required: 44 hours
Training: 2023-10-25 15:49:14,816-Speed 1103.26 samples/sec   Loss 37.4601   Epoch: 0   Global Step: 5000   Required: 44 hours
Training: 2023-10-25 15:49:32,197-Speed 1104.71 samples/sec   Loss 37.1901   Epoch: 0   Global Step: 5050   Required: 44 hours
Training: 2023-10-25 15:49:49,603-Speed 1103.16 samples/sec   Loss 36.9478   Epoch: 0   Global Step: 5100   Required: 44 hours
Training: 2023-10-25 15:50:07,046-Speed 1100.79 samples/sec   Loss 36.7274   Epoch: 0   Global Step: 5150   Required: 44 hours
Training: 2023-10-25 15:50:24,600-Speed 1093.85 samples/sec   Loss 36.7249   Epoch: 0   Global Step: 5200   Required: 44 hours
Training: 2023-10-25 15:50:41,813-Speed 1115.52 samples/sec   Loss 36.3900   Epoch: 0   Global Step: 5250   Required: 44 hours
Training: 2023-10-25 15:50:59,058-Speed 1113.42 samples/sec   Loss 36.0277   Epoch: 0   Global Step: 5300   Required: 44 hours
Training: 2023-10-25 15:51:16,085-Speed 1127.71 samples/sec   Loss 35.8366   Epoch: 0   Global Step: 5350   Required: 44 hours
Training: 2023-10-25 15:51:33,605-Speed 1095.93 samples/sec   Loss 35.6888   Epoch: 0   Global Step: 5400   Required: 44 hours
Training: 2023-10-25 15:51:51,201-Speed 1091.23 samples/sec   Loss 35.6123   Epoch: 0   Global Step: 5450   Required: 44 hours
Training: 2023-10-25 15:52:09,140-Speed 1070.37 samples/sec   Loss 35.2628   Epoch: 0   Global Step: 5500   Required: 44 hours
Training: 2023-10-25 15:52:26,577-Speed 1101.14 samples/sec   Loss 35.0550   Epoch: 0   Global Step: 5550   Required: 44 hours
Training: 2023-10-25 15:52:43,879-Speed 1109.75 samples/sec   Loss 34.8191   Epoch: 0   Global Step: 5600   Required: 44 hours
Training: 2023-10-25 15:53:01,186-Speed 1109.46 samples/sec   Loss 34.5672   Epoch: 0   Global Step: 5650   Required: 44 hours
Training: 2023-10-25 15:53:59,411-[lfw][5686]XNorm: 12.765177
Training: 2023-10-25 15:53:59,411-[lfw][5686]Accuracy-Flip: 0.95300+-0.01122
Training: 2023-10-25 15:53:59,412-[lfw][5686]Accuracy-Highest: 0.95300
Training: 2023-10-25 15:54:40,995-[calfw][5686]XNorm: 12.631188
Training: 2023-10-25 15:54:40,995-[calfw][5686]Accuracy-Flip: 0.83400+-0.01009
Training: 2023-10-25 15:54:40,995-[calfw][5686]Accuracy-Highest: 0.83400
Training: 2023-10-25 15:55:23,367-[cplfw][5686]XNorm: 12.580590
Training: 2023-10-25 15:55:23,367-[cplfw][5686]Accuracy-Flip: 0.72367+-0.02142
Training: 2023-10-25 15:55:23,367-[cplfw][5686]Accuracy-Highest: 0.72367
Training: 2023-10-25 15:56:11,888-[cfp_fp][5686]XNorm: 12.251579
Training: 2023-10-25 15:56:11,888-[cfp_fp][5686]Accuracy-Flip: 0.79586+-0.01362
Training: 2023-10-25 15:56:11,888-[cfp_fp][5686]Accuracy-Highest: 0.79586
Training: 2023-10-25 15:56:56,349-[agedb_30][5686]XNorm: 12.229855
Training: 2023-10-25 15:56:56,349-[agedb_30][5686]Accuracy-Flip: 0.78500+-0.01348
Training: 2023-10-25 15:56:56,349-[agedb_30][5686]Accuracy-Highest: 0.78500
Training: 2023-10-25 15:57:01,060-Speed 80.04 samples/sec   Loss 34.3370   Epoch: 0   Global Step: 5700   Required: 49 hours
Training: 2023-10-25 15:57:18,519-Speed 1099.83 samples/sec   Loss 34.3412   Epoch: 0   Global Step: 5750   Required: 49 hours
Training: 2023-10-25 15:57:36,058-Speed 1094.78 samples/sec   Loss 33.8270   Epoch: 0   Global Step: 5800   Required: 49 hours
Training: 2023-10-25 15:57:53,631-Speed 1092.60 samples/sec   Loss 33.6228   Epoch: 0   Global Step: 5850   Required: 49 hours
Training: 2023-10-25 15:58:11,377-Speed 1081.99 samples/sec   Loss 33.3917   Epoch: 0   Global Step: 5900   Required: 49 hours
Training: 2023-10-25 15:58:28,702-Speed 1108.33 samples/sec   Loss 33.2952   Epoch: 0   Global Step: 5950   Required: 49 hours
Training: 2023-10-25 15:58:45,929-Speed 1114.61 samples/sec   Loss 33.0700   Epoch: 0   Global Step: 6000   Required: 49 hours
Training: 2023-10-25 15:59:03,041-Speed 1122.04 samples/sec   Loss 32.7795   Epoch: 0   Global Step: 6050   Required: 49 hours
Training: 2023-10-25 15:59:20,480-Speed 1101.04 samples/sec   Loss 32.7507   Epoch: 0   Global Step: 6100   Required: 49 hours
Training: 2023-10-25 15:59:38,822-Speed 1046.82 samples/sec   Loss 32.4916   Epoch: 0   Global Step: 6150   Required: 49 hours
Training: 2023-10-25 15:59:56,785-Speed 1068.92 samples/sec   Loss 32.2805   Epoch: 0   Global Step: 6200   Required: 49 hours
Training: 2023-10-25 16:00:14,650-Speed 1074.76 samples/sec   Loss 31.9341   Epoch: 0   Global Step: 6250   Required: 49 hours
Training: 2023-10-25 16:00:32,171-Speed 1095.95 samples/sec   Loss 31.7211   Epoch: 0   Global Step: 6300   Required: 49 hours
Training: 2023-10-25 16:00:49,864-Speed 1085.21 samples/sec   Loss 31.5868   Epoch: 0   Global Step: 6350   Required: 49 hours
Training: 2023-10-25 16:01:08,039-Speed 1056.51 samples/sec   Loss 31.1031   Epoch: 0   Global Step: 6400   Required: 49 hours
Training: 2023-10-25 16:01:25,883-Speed 1076.09 samples/sec   Loss 31.2143   Epoch: 0   Global Step: 6450   Required: 49 hours
Training: 2023-10-25 16:01:44,005-Speed 1059.55 samples/sec   Loss 31.0650   Epoch: 0   Global Step: 6500   Required: 49 hours
Training: 2023-10-25 16:02:01,640-Speed 1088.82 samples/sec   Loss 30.5170   Epoch: 0   Global Step: 6550   Required: 49 hours
Training: 2023-10-25 16:02:19,349-Speed 1084.26 samples/sec   Loss 30.5148   Epoch: 0   Global Step: 6600   Required: 48 hours
Training: 2023-10-25 16:02:36,679-Speed 1107.96 samples/sec   Loss 30.1064   Epoch: 0   Global Step: 6650   Required: 48 hours
Training: 2023-10-25 16:02:54,774-Speed 1061.14 samples/sec   Loss 30.0405   Epoch: 0   Global Step: 6700   Required: 48 hours
Training: 2023-10-25 16:03:12,411-Speed 1088.70 samples/sec   Loss 29.8864   Epoch: 0   Global Step: 6750   Required: 48 hours
Training: 2023-10-25 16:03:29,885-Speed 1098.84 samples/sec   Loss 29.5956   Epoch: 0   Global Step: 6800   Required: 48 hours
Training: 2023-10-25 16:03:47,580-Speed 1085.15 samples/sec   Loss 29.4235   Epoch: 0   Global Step: 6850   Required: 48 hours
Training: 2023-10-25 16:04:05,073-Speed 1097.67 samples/sec   Loss 29.1853   Epoch: 0   Global Step: 6900   Required: 48 hours
Training: 2023-10-25 16:04:22,378-Speed 1109.55 samples/sec   Loss 29.1465   Epoch: 0   Global Step: 6950   Required: 48 hours
Training: 2023-10-25 16:04:40,183-Speed 1078.45 samples/sec   Loss 29.0351   Epoch: 0   Global Step: 7000   Required: 48 hours
Training: 2023-10-25 16:04:57,973-Speed 1079.32 samples/sec   Loss 28.7583   Epoch: 0   Global Step: 7050   Required: 48 hours
Training: 2023-10-25 16:05:15,247-Speed 1111.55 samples/sec   Loss 28.6081   Epoch: 0   Global Step: 7100   Required: 48 hours
Training: 2023-10-25 16:05:33,015-Speed 1080.68 samples/sec   Loss 28.5922   Epoch: 0   Global Step: 7150   Required: 48 hours
Training: 2023-10-25 16:05:50,536-Speed 1095.87 samples/sec   Loss 28.1538   Epoch: 0   Global Step: 7200   Required: 48 hours
Training: 2023-10-25 16:06:08,881-Speed 1046.69 samples/sec   Loss 28.0104   Epoch: 0   Global Step: 7250   Required: 48 hours
Training: 2023-10-25 16:06:26,458-Speed 1092.41 samples/sec   Loss 27.5727   Epoch: 0   Global Step: 7300   Required: 48 hours
Training: 2023-10-25 16:06:44,142-Speed 1085.79 samples/sec   Loss 27.8302   Epoch: 0   Global Step: 7350   Required: 48 hours
Training: 2023-10-25 16:07:01,472-Speed 1107.96 samples/sec   Loss 27.6764   Epoch: 0   Global Step: 7400   Required: 48 hours
Training: 2023-10-25 16:07:19,377-Speed 1072.40 samples/sec   Loss 27.6873   Epoch: 0   Global Step: 7450   Required: 48 hours
Training: 2023-10-25 16:07:36,921-Speed 1094.44 samples/sec   Loss 27.1525   Epoch: 0   Global Step: 7500   Required: 48 hours
Training: 2023-10-25 16:07:54,422-Speed 1097.20 samples/sec   Loss 26.8947   Epoch: 0   Global Step: 7550   Required: 48 hours
Training: 2023-10-25 16:08:11,676-Speed 1112.86 samples/sec   Loss 26.7880   Epoch: 0   Global Step: 7600   Required: 48 hours
Training: 2023-10-25 16:08:29,870-Speed 1055.34 samples/sec   Loss 26.6906   Epoch: 0   Global Step: 7650   Required: 48 hours
Training: 2023-10-25 16:08:47,346-Speed 1098.69 samples/sec   Loss 26.3204   Epoch: 0   Global Step: 7700   Required: 48 hours
Training: 2023-10-25 16:09:04,730-Speed 1104.57 samples/sec   Loss 26.4284   Epoch: 0   Global Step: 7750   Required: 48 hours
Training: 2023-10-25 16:09:22,385-Speed 1087.55 samples/sec   Loss 26.1711   Epoch: 0   Global Step: 7800   Required: 48 hours
Training: 2023-10-25 16:09:39,880-Speed 1097.54 samples/sec   Loss 26.1483   Epoch: 0   Global Step: 7850   Required: 48 hours
Training: 2023-10-25 16:09:57,268-Speed 1104.25 samples/sec   Loss 25.9793   Epoch: 0   Global Step: 7900   Required: 48 hours
Training: 2023-10-25 16:10:15,125-Speed 1075.28 samples/sec   Loss 25.7141   Epoch: 0   Global Step: 7950   Required: 48 hours
Training: 2023-10-25 16:10:32,658-Speed 1095.14 samples/sec   Loss 25.5054   Epoch: 0   Global Step: 8000   Required: 48 hours
Training: 2023-10-25 16:10:50,203-Speed 1094.40 samples/sec   Loss 25.4407   Epoch: 0   Global Step: 8050   Required: 48 hours
Training: 2023-10-25 16:11:07,721-Speed 1096.03 samples/sec   Loss 25.2829   Epoch: 0   Global Step: 8100   Required: 48 hours
Training: 2023-10-25 16:11:24,884-Speed 1118.81 samples/sec   Loss 25.4475   Epoch: 0   Global Step: 8150   Required: 48 hours
Training: 2023-10-25 16:11:42,206-Speed 1108.51 samples/sec   Loss 25.0643   Epoch: 0   Global Step: 8200   Required: 47 hours
Training: 2023-10-25 16:12:00,191-Speed 1067.59 samples/sec   Loss 25.0295   Epoch: 0   Global Step: 8250   Required: 47 hours
Training: 2023-10-25 16:12:17,580-Speed 1104.24 samples/sec   Loss 25.0186   Epoch: 0   Global Step: 8300   Required: 47 hours
Training: 2023-10-25 16:12:35,064-Speed 1098.23 samples/sec   Loss 24.9212   Epoch: 0   Global Step: 8350   Required: 47 hours
Training: 2023-10-25 16:12:52,841-Speed 1080.15 samples/sec   Loss 24.5573   Epoch: 0   Global Step: 8400   Required: 47 hours
Training: 2023-10-25 16:13:10,383-Speed 1094.58 samples/sec   Loss 24.5533   Epoch: 0   Global Step: 8450   Required: 47 hours
Training: 2023-10-25 16:13:28,291-Speed 1072.20 samples/sec   Loss 24.5181   Epoch: 0   Global Step: 8500   Required: 47 hours
Training: 2023-10-25 16:13:45,687-Speed 1103.79 samples/sec   Loss 24.4430   Epoch: 0   Global Step: 8550   Required: 47 hours
Training: 2023-10-25 16:14:03,394-Speed 1084.33 samples/sec   Loss 24.2641   Epoch: 0   Global Step: 8600   Required: 47 hours
Training: 2023-10-25 16:14:21,082-Speed 1085.59 samples/sec   Loss 23.9097   Epoch: 0   Global Step: 8650   Required: 47 hours
Training: 2023-10-25 16:14:38,287-Speed 1116.00 samples/sec   Loss 23.7572   Epoch: 0   Global Step: 8700   Required: 47 hours
Training: 2023-10-25 16:14:56,249-Speed 1068.99 samples/sec   Loss 23.9044   Epoch: 0   Global Step: 8750   Required: 47 hours
Training: 2023-10-25 16:15:13,364-Speed 1121.86 samples/sec   Loss 23.8383   Epoch: 0   Global Step: 8800   Required: 47 hours
Training: 2023-10-25 16:15:30,926-Speed 1093.38 samples/sec   Loss 23.6470   Epoch: 0   Global Step: 8850   Required: 47 hours
Training: 2023-10-25 16:15:48,258-Speed 1107.80 samples/sec   Loss 23.5025   Epoch: 0   Global Step: 8900   Required: 47 hours
Training: 2023-10-25 16:16:05,610-Speed 1106.56 samples/sec   Loss 23.3922   Epoch: 0   Global Step: 8950   Required: 47 hours
Training: 2023-10-25 16:16:22,897-Speed 1110.75 samples/sec   Loss 23.6618   Epoch: 0   Global Step: 9000   Required: 47 hours
Training: 2023-10-25 16:16:40,331-Speed 1101.31 samples/sec   Loss 23.2339   Epoch: 0   Global Step: 9050   Required: 47 hours
Training: 2023-10-25 16:16:58,190-Speed 1075.16 samples/sec   Loss 23.3308   Epoch: 0   Global Step: 9100   Required: 47 hours
Training: 2023-10-25 16:17:15,509-Speed 1108.68 samples/sec   Loss 22.9070   Epoch: 0   Global Step: 9150   Required: 47 hours
Training: 2023-10-25 16:17:33,151-Speed 1088.36 samples/sec   Loss 23.0385   Epoch: 0   Global Step: 9200   Required: 47 hours
Training: 2023-10-25 16:17:50,965-Speed 1077.87 samples/sec   Loss 23.0533   Epoch: 0   Global Step: 9250   Required: 47 hours
Training: 2023-10-25 16:18:08,141-Speed 1117.90 samples/sec   Loss 22.9120   Epoch: 0   Global Step: 9300   Required: 47 hours
Training: 2023-10-25 16:18:25,726-Speed 1091.91 samples/sec   Loss 22.6170   Epoch: 0   Global Step: 9350   Required: 47 hours
Training: 2023-10-25 16:18:42,957-Speed 1114.38 samples/sec   Loss 22.8205   Epoch: 0   Global Step: 9400   Required: 47 hours
Training: 2023-10-25 16:19:00,226-Speed 1111.92 samples/sec   Loss 22.5539   Epoch: 0   Global Step: 9450   Required: 47 hours
Training: 2023-10-25 16:19:17,793-Speed 1093.03 samples/sec   Loss 22.6283   Epoch: 0   Global Step: 9500   Required: 47 hours
